Date,0C Magnetic Field - X ([nT]),0B Magnetic Field - Y ([nT]),0A Magnetic Field - Z ([nT]),
2016-01-20 07:02:00,-49704.4,19399.4,-136282.94,
2016-01-20 07:03:00,-49946.2,19614.4,-136511.22,
2016-01-20 07:04:00,-49973,19627.8,-136511.22,
2016-01-20 07:05:00,-49583.6,19198,-136108.38,
2016-01-20 07:06:00,-49623.8,19224.8,-136162.1,
2016-01-20 07:07:00,-49758.2,19372.6,-136215.8,
2016-01-20 07:08:00,-49637.4,19251.8,-136202.38,
2016-01-20 07:09:00,-49637.4,19224.8,-136148.66,
2016-01-20 07:10:00,-49610.4,19104,-135987.52,
2016-01-20 07:11:00,-49664.2,19305.4,-136175.52,
2016-01-20 07:12:00,-49610.4,19278.6,-136202.38,
2016-01-20 07:13:00,-49543.4,19278.6,-136148.66,
2016-01-20 07:14:00,-49556.8,19265.2,-136135.24,
2016-01-20 07:15:00,-49811.8,19520.4,-136444.08,
2016-01-20 07:16:00,-49785,19439.8,-136497.8,
2016-01-20 07:17:00,18229,3137.80000000001,51255.6,
2016-01-20 07:18:00,17920,3231.99999999999,51188.6,
2016-01-20 07:19:00,17678.4,3298.99999999998,51134.8,
2016-01-20 07:20:00,18027.6,2842.40000000002,51618.2,
2016-01-20 07:21:00,18027.6,2788.79999999999,51604.8,
2016-01-20 07:22:00,18067.8,2802.2,51645,
2016-01-20 07:23:00,18067.8,2802.2,51672,
2016-01-20 07:24:00,18121.6,2775.39999999998,51645,
2016-01-20 07:25:00,18081.2,2815.6,51685.4,
2016-01-20 07:26:00,18094.6,2788.79999999999,51698.8,
2016-01-20 07:27:00,18081.2,2855.79999999998,51591.4,
2016-01-20 07:28:00,18094.6,2708.2,51685.4,
2016-01-20 07:29:00,18067.8,2855.79999999998,51658.6,
2016-01-20 07:30:00,17799.2,3070.80000000002,51430.2,
2016-01-20 07:31:00,17960.4,2936.40000000001,51564.6,
2016-01-20 07:32:00,17423.2,2600.8,50987,
2016-01-20 07:33:00,17154.8,2882.79999999998,50691.6,
2016-01-20 07:34:00,17101,3097.59999999999,50651.4,
2016-01-20 07:35:00,17463.6,2640.99999999998,51108,
